Name,Age,Health Index,Family Size,family income
"Cowper,",347,0.3353322604917143,56,1776299
"Agnes Gonxha ,",1139,0.7448611569138412,18,662890
"Subhash,",710,0.6909458449449859,62,784214
"Friedman,",11,0.053969896294155495,37,1641427
"Gurdjieff,",911,0.5251352220642087,87,1365768
"Hugo,",20,0.3176131275992933,77,1551585
"Jessica,",287,0.2141706003838585,33,442304
"Nunally. Patrick,",32,0.1821984300862548,54,542603
"Richard,",1073,0.0433222592548731,8,943248
"Denis,",219,0.5792554538655428,78,1175298
"Sarah ,",534,0.9307860882533371,29,303238
"Carson,",540,0.6472173630860563,37,1267222
"Linda,",135,0.529272104057505,34,281377
"Mick,",560,0.24126715157496836,42,1645785
"Pieper, Josef,",1009,0.962166727805849,67,1735203
"Bowles,",417,0.37872397823725756,17,472369
"Poincaré, Henri,",349,0.33132133670838904,77,18094
"Knightley,",16,0.6100603994183953,58,690662
"Shelley,",529,0.5338025743338808,85,1311384
"Alexander,",341,0.3835565927460516,25,1759429
"Fatiaki,",438,0.20309271003242702,67,879428
"Ashe,",88,0.7937034643504102,15,615310
"Pasteur, Louis,",1022,0.1805151409604807,26,1309888
"Foch,",559,0.8328799379327784,77,551168
"Tina,",1154,0.9971499223215796,52,836990
"Allee,",18,0.8710592544109956,87,518403
"Michael,",247,0.7444941504919832,31,644969
"Bob,",38,0.8155067878424429,48,1218355
"Giuliani,",230,0.490315588922808,50,672934
"Oberst, Conor,",863,0.46164003832628786,20,293001
"Andric,",211,0.6441003889785027,40,683936
"Ashe,",140,0.14079793612578262,63,351637
"Alexie,",78,0.7016546475935799,15,11571
"Arthur Conan,",944,0.798386368033672,80,884670
"Acton,",477,0.8975931835477635,54,61359
"Kempton,",51,0.5580218299101788,16,1044744
"Bryan,",221,0.1593518964868832,65,866260
"Perry, Michael D.,",791,0.9336527516441966,36,1698896
"Elena,",775,0.387033915116609,57,1583751
"Hank,",1070,0.6181221434111138,34,1792440
"John,",975,0.6475985076870365,40,684334
"Lovins,",961,0.6521093793782838,34,458939
"Kinsey,",515,0.5576715180885042,15,919965
"Biden,",46,0.6053714960748168,43,396569
"Lyons,",1125,0.2696175035834735,30,1267517
"WystanHugh,",847,0.6234061732895776,14,1541473
"Holt,",544,0.04233172708068966,73,1112642
"Kipling,",270,0.19123186787933988,26,24307
"Noli,",1134,0.42915136328882353,38,1291132
"Jesse,",583,0.16072774125886602,49,1799526
"Hermann,",744,0.31508459048829207,80,481795
"Bonhoeffer,",1197,0.7051946881061048,27,137760
"David,",126,0.9604840153117167,85,185285
"Durrell,",31,0.6549783000787326,86,1058540
"Dennis,",357,0.4593260365669196,46,489854
"Schopenhauer,",186,0.8089320265341126,11,646488
"Postel, Jon,",985,0.26323376622741157,66,1103105
"Antonio,",273,0.9767505332600988,85,1383891
"Bill,",1065,0.025047547843975115,77,1198042
"Tommy,",711,0.27324941079399756,84,1230772
"Buckles,",921,0.7652072133493193,38,454769
"Jean de,",186,0.09331873749933672,42,325497
"Jim,",1172,0.5196469737921596,37,1115055
"Jason,",881,0.2737148946153207,82,1427620
"Henry Wadsworth,",422,0.01666582801390215,78,434181
"Dutton,",752,0.7900449638452689,43,411370
"Louis,",282,0.7814563791095278,45,1073432
"James,",582,0.11533233502049611,44,764678
"Ali,",63,0.2782832892664072,39,1764082
"Johnson,",46,0.5949582744378122,73,950809
"Fidel,",356,0.8347887558420134,51,1391203
"Reagan, Nancy,",552,0.4292027247143104,84,1424255
"Brown,",506,0.44549475875407163,8,212921
"Perry, Oliver Hazard,",350,0.15044880567770247,51,1288500
"Cowley,",854,0.3782189142239669,29,1452562
"Priestley, Joseph,",94,0.8149964633350768,61,1064561
"Hoover,",153,0.7456346291928301,36,264702
"Nelson,",47,0.6008353160836073,0,1542311
"Corea,",1202,0.8410553863099083,45,822001
"Pessoa, Fernando,",1102,0.26011618804381054,29,840901
"Hellman,",657,0.9299326940338317,32,72876
"Conlon,",676,0.27002231368042995,85,1294582
"Leonardo,",8,0.9279017768432711,27,1494993
"E. M.,",399,0.3311021256321962,71,953327
"Roosevelt, Theodore,",591,0.05272319024757055,78,1772657
"Oliver Wendell,",1197,0.8303943627497227,35,684258
"Woody,",259,0.978398565266542,24,1124971
"Monheit, Jane,",200,0.3991675705403007,17,1485429
"Seagal, Steven,",293,0.6842156023208347,62,980853
"Sinclair,",1240,0.9579981846696686,31,699738
"Buckles,",981,0.84179751970722,51,313364
"Arthur,",1151,0.18608490555442925,67,1062278
"Burroughs,",896,0.5741675428848069,13,1511719
"Parton, Dolly,",1026,0.5469135664399245,68,308433
"Marvell,",134,0.4436244474999499,45,949308
"Nelson, Hailey Anne,",97,0.46770406837889344,55,1582200
"Victor,",908,0.7357244385342359,25,1471976
"Acton,",826,0.2846995905848473,15,1030843
"Kay,",44,0.015872837965046682,35,721427
"Nikos,",295,0.7147573810311812,76,24267
"Henry,",236,0.3701000662541819,18,1729210
"Ben-Gurion,",1076,0.525927548746086,28,1794953
"Harry,",918,0.8911888168815443,16,1494367
"Beatrice Stella; ,",1122,0.3046605309129883,10,518633
"Hurston,",171,0.5464447232781188,49,1243871
"Andrei,",620,0.9649844658125665,46,841803
"Calvin,",982,0.4063730578962039,26,1135062
"Heller,",174,0.38388082322858874,55,1340564
"Margaret,",1261,0.45979161233926213,49,1442962
"Lang,",805,0.18079467599997512,66,595601
"Hill,",318,0.7757275429381785,58,727780
"Sallust,",337,0.9520428805082967,28,257096
"Virgil,",733,0.6997009863518373,26,1079809
"Christian,",1192,0.7997604796897388,25,450608
"Mark,",69,0.32833252270082725,72,565226
"Kornheiser,",484,0.586237961353275,9,1226281
"Gaiman,",896,0.1966290036038938,68,399350
"Adi Ateca,",44,0.7958770042618272,46,956487
"Benenson,",361,0.6825772212675414,59,877199
"Damon,",1021,0.25284742519587067,25,634336
"Vince,",854,0.9342776727259138,20,97589
"Willie,",771,0.21830837146359483,39,166764
"Friedrich Gottlieb,",635,0.9336118604000401,13,1319442
"Plimpton, Martha,",772,0.3455583213912241,1,517356
"Bill,",543,0.5662706388036002,79,746773
"Klopstock,",860,0.39133581236661596,31,1385030
"La Rochefoucauld,",1160,0.8314650708909441,63,778055
"Gaudi,",813,0.3706019577823497,2,1610409
"Oliver,",1155,0.15469096177532848,22,222526
"Lawrence,",133,0.664275644484231,56,977765
"John Maynard,",602,0.19212366350312393,31,892161
"Dangerfield,",873,0.5496008120775383,26,639898
"Elliot,",802,0.48060105471782255,6,242830
"La Rochefoucauld,",444,0.8585588875724867,47,851541
"Norah,",944,0.7645545835788911,84,603003
"Buscaglia,",1165,0.43923403518578896,12,1081893
"Edwards,",78,0.27462600639001955,63,1094057
"Nietzsche, Friedrich,",1129,0.11339334203383278,2,1501702
"Herodotus,",1238,0.4763180615085395,83,370044
"Elliot,",25,0.30402148109036775,33,441092
"Ovid,",353,0.6642189595191008,2,488133
"Creighton,",560,0.41290850654523437,82,113656
"Guevara,",323,0.34122153898256613,47,47893
"Locke,",63,0.20084074140308272,58,948989
"Landor,",875,0.3523560661529562,29,1706680
"Congreve,",29,0.728385167500967,8,760288
"Herzog,",60,0.9058884242642536,32,513158
"Dennis,",819,0.41093405733793953,18,1270625
"Lord,",579,0.8445205504324782,55,266456
"Edmund,",412,0.6113046547822318,85,965832
"Jesse Lauriston,",518,0.7302695008175107,0,1087792
"Tim,",1089,0.037241527733211655,76,1212566
"Curtis,",681,0.4620066983530422,12,68640
"Lem,",149,0.441751285359388,2,1188488
"Shintaro,",631,0.48560602308245226,56,1352590
"Patrick,",867,0.2388878629162412,85,387953
"Sedaris, David,",1030,0.2519708938060121,48,327076
"Howell,",712,0.2816230946636915,31,1663260
"SusanB.,",1212,0.530967307973666,62,453745
"Hussein,",49,0.15786196236954297,43,496549
"Marley,",636,0.3496830498622928,0,1266995
"Alexandre,",292,0.18607430685899473,5,141098
"Hillel the Elder,",376,0.610528967481364,31,1325764
"Halas,",161,0.7590476308220842,48,1248986
"Curie,",1125,0.6280676474150414,48,813776
"Eisenhower,",1036,0.9869742036727019,4,985528
"Heschel,",1111,0.0964528854418194,74,270325
"Clark,",197,0.058833975962606866,69,822750
"Nusrat Fateh Ali,",88,0.866497113599585,27,1398111
"Ovid,",868,0.23488258752129487,48,1343747
"Adams,",420,0.04772679306345107,86,240852
"LouisaMay,",912,0.7584586201123754,55,371224
"Clive,",833,0.8417587946147728,37,733243
"Eric,",776,0.27642037322867663,10,1686358
"Matarazzo,",99,0.27774423300495565,71,405659
"Briggs,",1017,0.261097188263706,54,625441
"Choate,",559,0.8886383302481522,70,1682743
"Shankar,",412,0.671623656032221,33,314174
"Ernest,",188,0.3519546866733051,37,1335357
"Pinker, Steven,",1212,0.6073340487049222,20,510679
"Gogh,",527,0.9375957127214773,38,1351888
"Briggs,",1267,0.20770338230996654,79,847357
"Branden,",826,0.3654130932702323,6,1093418
"Henry,",663,0.2928832825628689,61,1276364
"de Mello,",1122,0.6477958565334535,55,608461
"Henry,",87,0.7227693680650382,28,315739
"Feibig,",889,0.7482643471630127,30,573866
"Malraux,",286,0.6848564827020068,21,720481
"Beckett,",949,0.2825740371475103,25,1421474
"Coolidge,",100,0.8679791460936821,50,678074
"Fromm,",1046,0.34101314630094615,43,553536
"Green,",929,0.31903622019764644,54,1010665
"Bob,",707,0.775707066614497,43,1024761
"Pablo,",178,0.271753402087781,13,1791761
"Bojaxhi,",221,0.6039654241427825,15,975336
"Jim,",795,0.23269115676799923,86,1029370
"O-Rourke, P. J.,",1109,0.3957963779665319,2,1044524
"Jimmy,",654,0.5933015320681668,80,592110
"Tommy,",1270,0.6309454028055568,59,1090775
"Holy Roman Emperor,",947,0.3137084313848516,46,1337043
"Havok,",1256,0.7260836255814813,62,1117329
"Janis,",972,0.6613423249149887,86,1607524
"Joseph,",1001,0.3944539463868183,30,939019
"Boethius,",869,0.6453444396711995,87,307122
"Akinola,",329,0.9498848708750883,3,1067035
"Charles Evans,",237,0.35824900337895993,75,500778
"Julian of Norwich,",1070,0.788609695446496,5,1275933
"Vincent Actor,",450,0.8275699140907515,17,175524
"Solange,",892,0.4251950616457725,17,253968
"Edmund,",314,0.7063246989614406,7,411170
"Popper, Karl,",263,0.8700719739758643,62,248751
"Theodore,",199,0.5368058119161697,64,1403584
"Peter F.,",862,0.05680640641796275,42,601359
"Adi Asenaca,",1023,0.3906566049213488,47,1227207
"Michener, James,",78,0.3106445290203227,84,1238353
"John,",162,0.7897218711055989,11,1596718
"Rehnquist, William,",525,0.010463541329613468,33,1026037
"Horace,",369,0.956290154180429,69,1734047
"Long,",1296,0.5978827018352914,15,375212
"Lorenz,",151,0.7546961689103437,39,209030
"Louis,",523,0.2756159538204338,42,252734
"Scott R.,",136,0.5936423695213361,36,1172649
"Handy,",1012,0.26696981301171707,72,842520
"Louis,",170,0.3213383550460216,85,1294316
"Gabriel,",112,0.6347751006471534,24,975585
"Ivo,",684,0.753277071687478,21,49553
"Ang,",459,0.11687781814772369,69,1606691
"Mahatma,",606,0.6682978787678207,76,1105684
"Babbitt,",309,0.10163404581495306,6,960182
"Chamfort,",1234,0.26160502139452446,77,872973
"Alfred Whitney,",446,0.16976518531836837,49,994693
"Roux, Joseph,",904,0.4520618600063121,77,1438687
"Iacocca,",430,0.5407854777430784,50,1332425
"Peirce, Charles Sanders,",658,0.5376469426452728,80,1131024
"Miyamoto Musashi,",979,0.6608388670082628,4,1766194
"Milan,",920,0.531268573925447,17,1437241
"Perle, Richard,",1261,0.36789810131626055,23,923224
"Molière,",784,0.012392688947704289,49,1568514
"Hughes,",812,0.7493630734185387,33,10731
"Giraudoux,",1063,0.37820304987829234,21,1754021
"Munro, Alice,",509,0.48693168882311844,86,1355578
"Ju,",1022,0.038769740526162666,66,1254230
"Ken,",404,0.9269007489292943,25,1511402
"Holt,",378,0.2790442466714682,33,551137
"MacArthur,",250,0.11634245710300206,72,1221555
"Roger,",494,0.945942769359528,73,1218315
"Matt,",747,0.9409886510914612,24,970549
"Donald,",1256,0.9303141788743052,5,668614
"Jäätteenmäki,",60,0.35023371388088476,25,1482322
"McQuaig,",370,0.6156556599000648,67,571844
"More, Hannah,",1151,0.7569255372843641,36,71141
"Jiddu,",700,0.5019596993815892,67,1614336
"Samuel,",971,0.9989730775015775,36,149225
"Edward,",586,0.1428428030238399,57,1474724
"Gogol,",874,0.5522029011725619,18,1315664
"Norman,",1218,0.3479117560419217,54,306972
"Lenin,",904,0.9444071199387843,40,1604768
"Walter Savage,",840,0.5824338288780246,35,182500
"Burnham,",50,0.5573775215559023,83,1706353
"Jesse,",484,0.4828969316160493,3,57984
"Hilaire,",490,0.3327957811249467,7,923898
"Franciszek,",1153,0.1974356054998021,69,1648847
"Badiou,",623,0.1426210777401532,80,207350
"Cortázar,",1010,0.13151870653941766,42,950872
"Grellet,",441,0.38813841159872964,12,1045416
"Machado,",698,0.2400596158852205,14,759501
"Medved,",360,0.7278884992592194,33,397831
"Adi Ateca,",645,0.4096821302498532,44,308871
"Lubbock,",898,0.8715155706164387,36,1057790
"Cunningham,",827,0.5226386936379802,71,1193013
"Bullock,",490,0.09853559190979844,62,851598
"Looney,",287,0.7083149123567862,52,1665756
"Mariella,",9,0.4729741183892463,39,373851
"Katie,",387,0.5200745562061203,37,1243338
"Buddha,",621,0.25589705003992513,19,850507
"Churchill,",397,0.2529799177258353,75,1282229
"Carrie,",1276,0.1602046886024906,11,821092
"Nukem, Duke,",390,0.6830291214033539,65,1018607
"Najimy, Kathy,",450,0.44572189904253456,11,391607
"Tom,",868,0.9305339248912285,59,256792
"Hurston,",125,0.6731958272136795,19,426688
"Dreiser,",938,0.2117532547009605,3,1150265
"Cavell,",294,0.22217288150333248,36,1211591
"Heisenberg,",1239,0.25437537547554745,75,1590854
"David ,",87,0.47834288832454497,19,84568
"Philip James,",569,0.4543625630604583,84,874425
"Edwards,",1039,0.1450895225326967,46,814171
"C. S.,",704,0.4438981709497354,74,1385267
"Sedgwick, John,",677,0.2982289203394072,25,1558481
"Adam,",1006,0.2047416580454241,47,1535373
"Frances,",504,0.6075523876702632,7,517221
"Franciszek,",1260,0.5468402646589452,58,118635
"Gregory,",1017,0.18149730024330823,5,799196
"Eric,",869,0.510841318491625,44,1330646
"Ignacy,",397,0.1444526316238881,73,322230
"Clark,",928,0.7806842900062954,3,1254843
"Poe, Edgar Allan,",329,0.44825433321608077,68,579583
"Judy,",279,0.2748525467606915,11,1662157
"Fermi,",612,0.3320887038101894,42,1319135
"Georg Christoph,",528,0.7138117553253944,75,346023
"Negroponte, Nicholas,",996,0.8033226478312407,55,1612331
"Henderson,",590,0.06745492703323386,73,818723
"Kilmister,",947,0.6892171083743847,8,1355934
"Jesse Lauriston,",1100,0.45116156421858633,45,1074327
"Ondrick, William F.,",854,0.21195296552739318,88,430247
"Anne,",867,0.006307739203319951,1,1732336
"Sir Thomas,",409,0.1688017546518974,55,783802
"Kesey,",886,0.9957128592156962,8,460506
"Baden-Powell,",299,0.030390988873829294,33,803671
"Farjeon,",318,0.9048312069325528,44,1281319
"Enrico,",207,0.042770334597023396,65,1186960
"Rexroth, Kenneth,",581,0.6294681353306651,42,725711
"Donald,",1143,0.9787067464602446,72,592372
"Wayne,",987,0.07739461366041289,63,1061507
"Nat,",222,0.35235875152425844,87,1770059
"Ortiz, David,",247,0.7739348400992301,78,1386138
"Ibsen,",1120,0.15952678316087532,72,1334701
"Boone,",278,0.146948642592023,16,1340749
"Adams,",116,0.22608826024612394,2,1609616
"Ezrin,",713,0.7282044372639476,49,179948
"Braun,",476,0.39314636672694836,30,1568211
"Eliot,",248,0.21493556756240428,0,1780616
"Cabell,",730,0.7990225771326398,87,26010
"Savitri Devi,",16,0.6281138158381274,22,479395
"Krieger,",1012,0.5936576039454503,23,208366
"Eban,",808,0.8692241686389446,85,514538
"Katie,",874,0.09530125542032553,12,332946
"McKennitt,",307,0.17432003478543912,42,77803
"Holmes,",188,0.48408515951585385,53,551918
"Katherine,",14,0.6604142991869127,82,426585
"Miller, Arthur,",227,0.091124173717685,31,673852
"Zach,",60,0.29464757695793764,35,1249537
"Tupeni,",1020,0.5811522579040899,43,1347093
"Leonard,",1159,0.7869122094959016,86,77058
"Orlando,",65,0.42312169763014196,43,1387276
"Rutherford, Ernest,",274,0.20980126140723343,66,798175
"Tony,",255,0.42292815838690223,0,42840
"Gauss,",808,0.29526486420881015,74,872237
"Quarles, Francis,",378,0.5946718691684075,23,575129
"Marcelle,",650,0.7336306042398186,81,1773642
"Spiro,",911,0.17106800063434457,38,1442075
"MustafaKemal,",1058,0.46968152626439486,43,1585869
"Howe,",337,0.00523291239215562,29,1022691
"Billy,",1060,0.0032509014517986268,36,151065
"Guevara,",1048,0.7278643392438013,0,1351832
"Alex,",543,0.16732800531191405,78,1034471
"Newhart, Bob,",1268,0.9509546421034891,43,335768
"Malcolm X,",224,0.7200516822776056,32,580463
"Petronius, Gaius,",315,0.41681135687534554,75,995553
"Burnham,",880,0.4434773449888443,85,1655741
"Doyle,",890,0.25292972337415365,46,1724020
"Doris,",990,0.00627019921200378,80,1270183
"Seymour,",193,0.04253861457226882,13,658832
"Maher,",279,0.17288095044199736,85,326853
"Samuel ,",144,0.5396919482682976,73,420935
"Luis,",281,0.1147407306394641,23,1406712
"Hatshepsut,",183,0.4231912636532701,57,1228275
"Lynch,",240,0.8807579886072717,10,151348
"Benjamin,",820,0.058091325672633976,20,1747470
"Hepburn,",553,0.720756003350712,38,1119157
"Timothy,",217,0.348212179230064,81,836466
"Hermann,",492,0.677876315761433,26,13171
"Ch-Ci,",1096,0.34222261753649696,27,183872
"Elisabeth,",802,0.5183144827942783,12,702738
"Milton,",1111,0.757590512322432,76,1338100
"Darwin,",1276,0.21602864210776895,2,645858
"Punja, Hari,",954,0.4769048638057205,61,1474921
"William,",919,0.17451997892017235,20,1134012
"Eddington,",1244,0.9697356788544315,84,952245
"Kesey,",565,0.3384385861896524,64,1323387
"Burroughs,",910,0.7664891925299664,0,959680
"Itoi,",1163,0.00778721146487793,88,215409
"Golding,",1100,0.9903794566818755,20,1563709
"Georg Friedrich Wilhelm,",455,0.25545148947548624,68,1441769
"Koop,",53,0.8965399074860021,21,862312
"Augustine,",1212,0.03538597709361513,22,265207
"Curtis,",713,0.10236544737551512,58,1561477
"Browning,",61,0.39509550699977847,86,654901
"Malcolm X,",1176,0.07424687114957851,40,1430644
"James P.,",245,0.7732262415043347,46,1419921
"George W.,",592,0.016346975769104266,18,1208494
"Han Shan,",665,0.1409235274169448,51,235833
"Kruth,",1235,0.4570777188682499,75,1535646
"AntónioLobo,",884,0.9940048661638073,68,1072354
"Gothard,",819,0.8128506427202753,76,1033080
"Buonarroti,",305,0.46596181582444085,24,574712
"Kelly,",701,0.57754841345698,72,538501
"Chanakya,",666,0.9339423899893644,68,792963
"Crumb,",1137,0.6918965290920219,9,1395894
"Elizabeth,",575,0.07521909920816727,36,726436
"Satriani, Joe,",295,0.41708460591681673,43,1699849
"Crimmins,",1110,0.1348869246524611,8,1367623
"Ernest,",862,0.550103246012981,34,1505008
"Runnels, Dustin,",453,0.6180963716345309,5,1672594
"Graham,",1177,0.4759858029087821,26,1474886
"Shevardnadze,",660,0.4399522253036702,5,827989
"Marilyn,",106,0.891533526838317,77,443546
"Ip,",674,0.789092650561855,42,1083812
"Bowerman,",963,0.32795709972316367,11,708157
"William,",356,0.12374632411599884,73,1311129
"Eric,",721,0.43315908683611914,13,438245
"Helen,",706,0.9301559233647684,74,940377
"Donald,",83,0.6020782891092595,39,1371348
"Lehman,",676,0.8435133452755353,85,1426289
"Davy,",130,0.3781989609455356,20,786294
"Andrew,",639,0.6927428280904923,63,126493
"Dinah,",1252,0.8728605698417042,73,1354207
"Ortiz, David,",368,0.3504954048017348,76,557045
"Miller, Walter M. ,",1010,0.9093317506766573,53,1021008
"AugustineofHippo,",927,0.5999123323876059,53,826535
"Irving,",204,0.6899949518677905,41,694665
"Bacon,",381,0.14833760485165648,3,381897
"Herodotus,",87,0.24278086338234084,37,1784969
"Jeremy,",1284,0.0045886601094832224,19,280077
"Feynman,",66,0.6892074928004012,25,1525506
"Leana,",590,0.5157258289686935,18,1296061
"Horning,",1283,0.19464093270826754,55,1616877
"Robert,",1165,0.3254908306300788,9,1300790
"Sam,",890,0.35803467887162876,70,243463
"Francesco,",125,0.41131163791027003,8,199643
"Johnson,",655,0.9516741311243615,8,970050
"Alfred,",794,0.7432804387461517,31,1332656
"Frank,",747,0.24358945064712245,1,169255
"Friedrich,",467,0.6410408964825067,23,1078954
"Raskin, Jef,",620,0.9483038476992041,73,355763
"Hussein,",1224,0.16317603803547787,34,85202
"Hundertwasser,",1001,0.44097329664648677,59,906802
"Willie,",571,0.7780525691318745,7,1113390
"Federico,",1228,0.1621335318738969,38,696248
"May,",706,0.03134874989666725,2,1074431
"Nicoll, James,",333,0.42640571828844476,5,968830
"William Andrew Cicil,",787,0.8657776851250637,22,61696
"Luis,",131,0.004840423263574811,12,1179813
"Judy,",484,0.7462904917415645,38,515006
"Anthony,",68,0.4977144564506304,70,1331396
"Heschel,",480,0.0866134923400218,64,716628
"O-Donnell, Rosie,",327,0.9667684623921364,10,387280
"Philip,",127,0.7372780604831568,18,1241916
"Asimov,",1039,0.1896118930963765,79,1754388
"Ancius,",899,0.008539089860659543,39,611255
"Johnson,",756,0.18083343540647145,44,723672
"Douglas,",519,0.30431743330985306,66,426433
"Nelson, Hailey Anne,",479,0.5791433378933912,51,189544
"Nukem, Duke,",543,0.8749484635731329,29,96106
"Tommy,",905,0.5722307559256102,53,1205029
"Brothers,",865,0.42782391929814534,10,1586257
"Beard,",320,0.5728726679591317,48,879158
"Petty, Tom,",212,0.26743782246485404,55,1582117
"Fred,",42,0.0764867828031538,1,1256574
"Darrow,",519,0.9907210352858833,64,660476
"Carroll,",357,0.22608636658234182,55,625209
"Bryant,",592,0.9399660330818429,2,1302192
"James,",968,0.8244867054967995,6,310341
"Spiro,",698,0.0018339832337761486,78,44879
"Gabriel,",752,0.2399876827602636,19,1047234
"Casanova,",466,0.8848423990476683,41,367398
"Cervantes,",1143,0.11464993682262115,58,1719141
"Hermann,",897,0.17548686315224282,49,77754
"JohnQuincy,",196,0.35814529990949084,83,1243096
"Horning,",810,0.5470247210181086,45,1661935
"Karl,",899,0.030728394146978144,82,1315186
"Petronius, Gaius,",294,0.8924206545015235,20,384919
"George,",223,0.8310606999999672,21,1049222
"Romeo,",262,0.16109516518504619,20,75003
"Newton, John,",905,0.9248184071812461,58,1586527
"Thomas,",475,0.5795347319026155,86,1599564
"Soichiro,",1120,0.03640696672821697,34,1252936
"Hermann,",25,0.613418018141157,67,1475351
"Palin, Michael,",525,0.19914594619543635,48,480611
"Gary,",1209,0.2506397115299689,20,1172089
"Martin,",212,0.08706006875281236,85,835856
"Malda,",527,0.3231251967004739,59,66966
"George,",1080,0.7499858472287687,31,756305
"McNamara,",693,0.02961423952164921,87,304153
"Cobain,",718,0.9914016108838225,63,365116
"Adams,",825,0.6503602830869621,63,1054836
"Robert Francis Jr.,",1278,0.3768122281280445,51,1036370
"Gurdjieff,",283,0.20913325611040046,20,787089
"Nick,",87,0.23237787485120753,3,1203267
"Malda,",529,0.3400854103606804,36,1483795
"Dangerfield,",336,0.7530148750416591,75,282223
"Bono,",173,0.30811612289219203,70,1437572
"Allen,",479,0.720454584270142,48,835513
"Favre,",137,0.08374261667094118,79,1525107
"Alfred,",1152,0.5335980533474846,51,1254094
"Mataji Nirmala,",39,0.09710419452794672,77,1687839
"Garner,",543,0.004075902322744351,2,1261211
"Leonardo,",617,0.4029016513603422,76,1141602
"Kruger,",454,0.16787692208797345,22,922950
"Alfred,",522,0.9199222178059394,8,872379
"Donald,",1018,0.3920930994376506,15,243643
"Belloc,",953,0.016443915725071312,65,901845
"Henry,",1269,0.38953091282711305,65,68370
"Charley,",1061,0.325035637679864,41,1722478
"Steve,",933,0.21751670933437994,72,1478018
"King,",1283,0.08112558617459142,45,48556
"Havok,",119,0.7986298113561708,79,1350417
"Alan,",386,0.8412802009336084,51,127438
"Louis,",620,0.8206102445451559,42,557460
"Milan,",559,0.9866525073724219,16,1612247
"Branden,",1089,0.9277278420249798,44,38184
"Simón,",1178,0.4712783157975676,12,25998
"Mulock, Dinah Maria; also Dinah Maria Craik,",796,0.7411530061238877,76,1108135
"Dave,",47,0.373992172116845,66,1432414
"Marx,",867,0.6250095430590991,33,846212
"Marcelle,",873,0.7325535882894678,67,297290
"Luther,",440,0.2057988429195018,53,879137
"Bailey,",1069,0.4403521188296856,51,681604
"John Maynard,",568,0.5114908250500055,12,1256641
"Eugene,",752,0.4530576445072575,12,1699831
"Ka-Ki,",172,0.9521564240025225,63,1786955
"Nailatikau, Ratu Epeli Qaraninamu,",1091,0.6264398591906971,0,1726004
"John of the Cross,",1170,0.04367991420566231,42,1080367
"Brilliant,",1177,0.7221032017429154,53,380479
"Piers,",1213,0.636860506726341,82,244159
"Edward,",909,0.9266151026678656,57,330236
"Samuel,",819,0.9972484798219917,25,788937
"Victor,",968,0.768871685618824,25,869363
"John,",776,0.3298189713253248,51,1283930
"Roy, Arundhati,",549,0.482949357960473,67,1244542
"Chrysostom,",910,0.3398876844645954,27,1547300
"Logan,",712,0.09403915860862522,45,1050197
"Samuel,",304,0.4680795389292195,75,1129012
"Barry,",869,0.9625144435484192,28,222334
"Cunningham,",380,0.7174234725636033,69,597499
"Connolly,",342,0.8866093330926402,68,780949
"Francisco,",446,0.4602064686498304,71,1763493
"William,",1031,0.5024342392742303,49,839775
"Green,",891,0.2688195330550992,17,1368515
"More, St. Thomas,",29,0.1733192077522343,73,408229
"Davey,",937,0.9775044754427222,58,1783206
"John,",722,0.036830520476308415,3,418079
"musical group,",1022,0.18907520874544348,4,276811
"Heinlein,",125,0.07637475438619346,88,1138714
"Shaw,",97,0.7580489763645872,10,946510
"Khrushchev,",595,0.08602839488653868,5,1281141
"Jesus Christ,",4,0.8711964697056445,23,1123078
"Sinclair,",495,0.01533090215240196,71,1694548
"Ben-Gurion,",599,0.7234579248052058,72,1167192
"Koop,",1103,0.660554662596859,61,775451
"Booth,",388,0.495793182994977,38,912572
"John,",954,0.7766288821076888,74,336006
"Andrians,",8,0.2127095374593554,72,462721
"Jerky Boys,",996,0.1890290735317306,52,198468
"Albert,",710,0.3071400377577048,4,110010
"Ben,",880,0.05115178732249359,65,732410
"Peter,",887,0.7597495342412692,12,564607
"Gerald,",470,0.7011250445859466,40,90543
"Henry,",90,0.8530874875806724,57,1787849
"Erin,",180,0.8659208205208674,27,1544876
"Alp,",167,0.12189528062610666,73,1622135
"Bose,",1044,0.9454217800831445,38,814403
"Timothy,",389,0.7997445831568325,39,554933
"Michael,",789,0.6492172008416197,20,87366
"Pessoa, Fernando,",716,0.4243783576117526,69,1718145
"Lec,",847,0.7553039902415811,65,261152
"Bradley,",1236,0.3342590212572498,72,30428
"Martell,",1189,0.20056452753941045,11,454195
"Lovins,",706,0.182777653184377,21,356893
"Shinoda,",231,0.27588483367353644,59,1502845
"Bruno,",590,0.8870852950920793,27,403898
"Castaneda,",630,0.3282507727697903,0,888739
"Paul,",75,0.3520106525905621,26,1523952
"Galileo,",967,0.08425731340778042,73,615492
"Montesquieu, Charles de,",1254,0.7155533058105303,7,1112606
"Hart,",780,0.6336381756393948,84,902869
"Alfven,",977,0.17508734575764273,21,130272
"Fielding,",1129,0.9777011014930282,11,60872
"Kovacs,",671,0.098093446134775,30,256612
"Peter,",788,0.29432836182497524,2,31455
"Ca-Ce,",26,0.16085159548128647,44,1141413
"Larry,",731,0.06401190697712245,42,1470723
"Marconi,",239,0.7848280006858823,38,928320
"Yuri,",719,0.5474041548917755,30,95962
"Mencken, H. L.,",400,0.13074880629223706,50,823013
